simplified,traditional,pinyin_1,pinyin_2,english,hsk_level
裤子,褲子,ku4zi5,kùzi,pants; trousers,3
邻居,鄰居,lin2ju1,línjū,neighbor,3
经理,經理,jing1li3,jīnglǐ,manager; director,3
层,層,ceng2,céng,"(mw for layers, floors of buildings)",3
灯,燈,deng1,dēng,lamp; light,3
练习,練習,lian4xi2,liànxí,practice; exercise,3
爷爷,爺爺,ye2ye5,yéye,(informal) father's father; paternal grandfather,3
蓝,藍,lan2,lán,blue,3
难过,難過,nan2guo4,nánguò,be grieved; be sad; have a hard time,3
中间,中間,zhong1jian1,zhōngjiān,center; middle; between; among,3
帽子,帽子,mao4zi5,màozi,hat; cap,3
司机,司機,si1ji1,sījī,driver; chauffeur,3
旧,舊,jiu4,jiù,old; past; used,3
满意,滿意,man3yi4,mǎnyì,satisfied; pleased,3
骑,騎,qi2,qí,to ride (an animal or bike); to sit astride,3
太阳,太陽,tai4yang2,tàiyáng,the sun,3
极,極,ji2,jí,an extreme; pole; very,3
主要,主要,zhu3yao4,zhǔyào,main; principal; major,3
同事,同事,tong2shi4,tóngshì,colleague; co-worker,3
鼻子,鼻子,bi2zi5,bízi,nose,3
角,角,"jiao3, jue2","jiǎo, jué",horn; angle; unit of money (1/10 yuan); corner (Kangxi radical 148) | role (theater),3
变化,變化,bian4hua4,biànhuà,change,3
东,東,dong1,dōng,East,3
年级,年級,nian2ji2,niánjí,grade; year (in school),3
环境,環境,huan2jing4,huánjìng,environment; surroundings,3
胖,胖,pang4,pàng,fat; plump,3
地图,地圖,di4tu2,dìtú,map,3
面包,面包,mian4bao1,miànbāo,bread,3
电子邮件,電子郵件,dian4zi3 you2jian4,diànzǐ yóujiàn,email,3
耳朵,耳朵,er3duo5,ěrduo,ear,3
裙子,裙子,qun2zi5,qúnzi,skirt,3
新鲜,新鮮,xin1xian1,xīnxiān,"fresh (experience, food, etc.); new; novel",3
放心,放心,fang4 xin1,fàng xīn,relax; feel relieved; rest assured,3
聊天,聊天,liao2tian1,liáotiān,to chat,3
南,南,nan2,nán,South,3
热情,熱情,re4qing2,rèqíng,cordial; warm; enthusiastic,3
信用卡,信用卡,xin4yong4ka3,xìnyòngkǎ,credit card,3
电梯,電梯,dian4ti1,diàntī,elevator,3
方便,方便,fang1bian4,fāngbiàn,convenient,3
洗手间,洗手間,xi3shou3jian1,xǐshǒujiān,toilet; lavatory; washroom,3
洗澡,洗澡,xi3zao3,xǐzǎo,bathe; take a bath or shower; bath or shower,3
饮料,飲料,yin3liao4,yǐnliào,beverage; drink,3
校长,校長,xiao4zhang3,xiàozhǎng,"principal (of school, college or university); president; headmaster",3
水平,水平,shui3ping2,shuǐpíng,level; standard; horizontal,3
作业,作業,zuo4ye4,zuòyè,school assignment; homework; task,3
衬衫,襯衫,chen4shan1,chènshān,shirt; blouse,3
成绩,成績,cheng2ji4,chéngjì,achievement; success; results (of work or study),3
碗,碗,wan3,wǎn,bowl; cup,3
阿姨,阿姨,a1yi2,āyí,auntie; step-mother; mother's younger sister,3
图书馆,圖書館,tu2shu1guan3,túshūguǎn,library,3
文化,文化,wen2hua4,wénhuà,culture; civilization,3
绿,綠,lv4,lǜ,green,3
打扫,打掃,da3sao3,dǎsǎo,to clean; to sweep,3
草,草,cao3,cǎo,grass; straw; draft (of a document),3
冰箱,冰箱,bing1xiang1,bīngxiāng,refrigerator,3
数学,數學,shu4xue2,shùxué,mathematics,3
自行车,自行車,zi4xing2che1,zìxíngchē,bike; bicycle,3
着急,著急,zhao2ji2,zháojí,to worry; feel anxious,3
瘦,瘦,shou4,shòu,thin; tight; lean,3
提高,提高,ti2gao1,tígāo,to raise; heighten; improve,3
起飞,起飛,qi3fei1,qǐfēi,take off (in an airplane); liftoff,3
矮,矮,ai3,ǎi,short; low,3
地铁,地鐵,di4tie3,dìtiě,subway,3
体育,體育,ti3yu4,tǐyù,physical training; sports,3
刻,刻,ke4,kè,quarter (hour); (mw for short time intervals); carve; to cut,3
护照,護照,hu4zhao4,hùzhào,passport,3
节日,節日,jie2ri4,jiérì,holiday; festival,3
盘子,盤子,pan2zi5,pánzi,plate; dish; tray,3
一共,一共,yi2gong4,yígòng,altogether; in total,3
瓶子,瓶子,ping2zi5,píngzi,bottle,3
街道,街道,jie1dao4,jiēdào,street,3
锻炼,鍛煉,duan4lian4,duànliàn,to exercise; work out; toughen; to temper,3
感冒,感冒,gan3mao4,gǎnmào,catch cold; (common) cold,3
爱好,愛好,ai4hao4,àihào,hobby; fond of; to like; interest,3
超市,超市,chao1shi4,chāoshì,supermarket,3
月亮,月亮,yue4liang5,yuèliang,the moon,3
饱,飽,bao3,bǎo,eat until full; satisfied,3
有名,有名,you3ming2,yǒumíng,famous; well-known,3
香蕉,香蕉,xiang1jiao1,xiāngjiāo,banana,3
笔记本,筆記本,bi3ji4ben3,bǐjìběn,notebook,3
夏,夏,xia4,xià,summer,3
菜单,菜單,cai4dan1,càidān,menu,3
北方,北方,bei3fang1,běifāng,north; the northern part of the country,3
上网,上網,shang4wang3,shàngwǎng,to surf the web; to go online,3
季节,季節,ji4jie2,jìjié,season; time; period,3
渴,渴,ke3,kě,thirsty,3
发烧,發燒,fa1shao1,fāshāo,have a fever,3
不但,不但,bu2dan4,búdàn,not only,3
空调,空調,kong1tiao2,kōngtiáo,air conditioning,3
照相机,照相機,zhao4xiang4ji1,zhàoxiàngjī,camera,3
春,春,chun1,chūn,spring (season); joyful,3
伞,傘,san3,sǎn,umbrella; parasol,3
公斤,公斤,gong1jin1,gōngjīn,kilogram,3
个子,個子,ge4zi5,gèzi,height; stature; build,3
熊猫,熊貓,xiong2mao1,xióngmāo,panda,3
刷牙,刷牙,shua1ya2,shuāyá,brush one's teeth,3
复习,復習,fu4xi2,fùxí,revise; to review,3
冬,冬,dong1,dōng,winter,3
请假,請假,qing3 jia4,qǐng jià,to ask for time off,3
中文,中文,Zhong1wen2,Zhōngwén,Chinese (language),3
秋,秋,qiu1,qiū,autumn; fall; harvest time,3
句子,句子,ju4zi5,jùzi,sentence,3
行李箱,行李箱,xing2li3xiang1,xínglǐxiāng,trunk; suitcase,3
筷子,筷子,kuai4zi5,kuàizi,chopsticks,3
皮鞋,皮鞋,pi2xie2,píxié,leather shoes,3
爬山,爬山,pa2shan1,páshān,mountain climbing,3
黑板,黑板,hei1ban3,hēibǎn,blackboard,3
感兴趣,感興趣,gan3 xing4qu4,gǎn xìngqù,be interested in,3
词典,詞典,ci2dian3,cídiǎn,dictionary,3
留学,留學,liu2 xue2,liú xué,study abroad,3
刮风,刮風,gua1feng1,guāfēng,windy; to blow (wind),3
黄河,黃河,huang2he2,huánghé,Yellow River,3
得,得,"de2, dei3, de5","dé, děi, de",obtain | must | (complement particle),4
死,死,si3,sǐ,to die; dead; fixed; impassible; extremely,4
干,干,"gan4, gan1","gàn, gān",to work; do; manage; tree trunk | to concern; shield; dry; clean (Kangxi radical 51),4
而,而,er2,ér,and; but; yet; while (Kangxi radical 126),4
等,等,deng3,děng,to wait; rank; equal; etc.,4
当,當,"dang1, dang4","dāng, dàng",should; act as; work as; manage; match; (sound of bells) | appropriate; assume; pawn,4
所有,所有,suo3you3,suǒyǒu,all; to have; to possess,4
也许,也許,ye3xu3,yěxǔ,perhaps; probably; maybe,4
行,行,"xing2, hang2","xíng, háng",walk; be current; do; will do; okay | row; place; a firm (Kangxi radical 144),4
不过,不過,bu2guo4,búguò,only; merely; but; however,4
发生,發生,fa1sheng1,fāshēng,happen; occur; take place,4
一切,一切,yi2qie4,yíqiè,all; every; everything,4
抱,抱,bao4,bào,to hold; to hug; carry in one's arms; to cradle,4
抱歉,抱歉,bao4qian4,bàoqiàn,be sorry; feel apologetic; to regret,4
感觉,感覺,gan3jue2,gǎnjué,to feel; become aware of; feeling,4
肯定,肯定,ken3ding4,kěndìng,sure; definite; affirm; approve,4
棒,棒,bang4,bàng,stick; club; good; excellent,4
以,以,yi3,yǐ,to use; according to; so as to; for; by,4
以为,以為,yi3wei2,yǐwéi,think (mistakenly); consider (that); believe,4
掉,掉,diao4,diào,to drop; to fall,4
生活,生活,sheng1huo2,shēnghuó,life; livelihood; to live,4
之,之,zhi1,zhī,(literary equivalent to 的); (pronoun); of,4
任何,任何,ren4he2,rènhé,any; whatever; whichever,4
与,與,"yu3, yu4, yu2","yǔ, yù, yú",(formal) and; to give; together with; participate; final particle expressing doubt or surprise,4
弄,弄,"nong4, long4","nòng, lòng",do; manage; to handle; make | lane; alley,4
却,卻,que4,què,but; yet; however,4
继续,繼續,ji4xu4,jìxù,to continue; to go on; to proceed,4
够,夠,gou4,gòu,enough; to reach,4
父亲,父親,fu4qin5,fùqin,father,4
完全,完全,wan2quan2,wánquán,complete; whole; totally,4
可是,可是,ke3shi4,kěshì,but; however,4
谈,談,tan2,tán,to talk; to chat; discuss,4
好像,好像,hao3xiang4,hǎoxiàng,as if; seem to be,4
警察,警察,jing3cha2,jǐngchá,police,4
场,場,"chang3, chang2","chǎng, cháng","courtyard; place; field; (mw for games, performances, etc.) | threshing floor",4
刚,剛,gang1,gāng,just (indicating the immediate past); recently; firm,4
呀,呀,"ya5, ya1","ya, yā","ah; oh; (used for 啊 after words ending with a, e, i, o, or ü)",4
情况,情況,qing2kuang4,qíngkuàng,circumstance; state of affairs; situation,4
只要,隻要,zhi3yao4,zhǐyào,so long as; if only; provided that,4
份,份,fen4,fèn,"part; portion; (mw for documents, papers, jobs, etc.)",4
底,底,di3,dǐ,bottom; background; base,4
到底,到底,dao4 di3,dào dǐ,after all; in the end (used in a question),4
成为,成為,cheng2wei2,chéngwéi,become; turn into,4
永远,永遠,yong3yuan3,yǒngyuǎn,forever; eternal; always,4
安全,安全,an1quan2,ānquán,safe; safety; secure; security,4
留,留,liu2,liú,"to leave (behind, a message); to retain; to stay",4
计划,計劃,ji4hua4,jìhuà,plan; project,4
俩,倆,"lia3, liang3","liǎ, liǎng",(colloquial) two (people),4
停,停,ting2,tíng,to stop; to halt; to park (a car),4
感谢,感謝,gan3xie4,gǎnxiè,thank; be grateful,4
敢,敢,gan3,gǎn,to dare,4
从来,從來,cong2lai2,cónglái,have always (from the beginning); never (with negative),4
赢,贏,ying2,yíng,to win; to beat; to profit,4
消息,消息,xiao1xi5,xiāoxi,news; information,4
拉,拉,"la1, la2","lā, lá",to pull; to play (string instruments); to drag | to slash; to chat,4
原因,原因,yuan2yin1,yuányīn,cause; reason,4
连,連,lian2,lián,even; including; join,4
确实,確實,que4shi2,quèshí,indeed; in truth; reliable,4
挺,挺,ting3,tǐng,straighten up; stick out; rather (good); very,4
保证,保証,bao3zheng4,bǎozhèng,to guarantee; ensure,4
接受,接受,jie1shou4,jiēshòu,"accept; receive (honors, etc.)",4
改变,改變,gai3bian4,gǎibiàn,to change; alter; to transform,4
麻烦,麻煩,ma2fan5,máfan,trouble (someone); troubling; bothersome,4
出现,出現,chu1xian4,chūxiàn,appear; arise; emerge,4
不管,不管,bu4guan3,bùguǎn,"no matter (what, how, etc.); regardless of",4
甚至,甚至,shen4zhi4,shènzhì,even (to the point of); so much so that,4
保护,保護,bao3hu4,bǎohù,to protect; to defend,4
真正,真正,zhen1zheng4,zhēnzhèng,genuine; real; true,4
结果,結果,jie2guo3,jiéguǒ,result; outcome; finally,4
当时,當時,dang1shi2,dāngshí,then; at that time; while,4
至少,至少,zhi4shao3,zhìshǎo,at least; (to say the) least,4
律师,律師,lv4shi1,lǜshī,lawyer,4
表演,表演,biao3yan3,biǎoyǎn,perform; to play,4
无,無,wu2,wú,have not; without; not (Kangxi radical 71),4
猜,猜,cai1,cāi,to guess,4
咱们,咱們,zan2men5,zánmen,we (including the listener); us; our,4
进行,進行,jin4xing2,jìnxíng,carry on; carry out; undertake,4
内,內,nei4,nèi,inside; inner; internal; within,4
是否,是否,shi4fou3,shìfǒu,whether (or not); if,4
调查,調查,diao4cha2,diàochá,investigate; survey; inquiry,4
成功,成功,cheng2gong1,chénggōng,success; to succeed,4
考虑,考慮,kao3lv4,kǎolǜ,think over; consider,4
约会,約會,yue1hui4,yuēhuì,appointment; engagement; date,4
通过,通過,tong1guo4,tōngguò,by means of; through (a method); pass through; via,4
开心,開心,kai1xin1,kāixīn,feel happy; have a great time; make fun of somebody,4
母亲,母親,mu3qin5,mǔqin,mother,4
主意,主意,zhu3yi5,zhǔyi,plan; idea; decision,4
倒,倒,"dao3, dao4","dǎo, dào",to collapse; to fall; fail; to exchange | to pour; contrary to expectations,4
解释,解釋,jie3shi4,jiěshì,to explain,4
联系,聯系,lian2xi4,liánxì,integrate; link; connection; contact,4
证明,証明,zheng4ming2,zhèngmíng,proof; testify; confirm; certificate,4
生命,生命,sheng1ming4,shēngmìng,life,4
难道,難道,nan2dao4,nándào,could it be that ...?; don't tell me ...,4
由,由,you2,yóu,follow; from; by; through,4
指,指,zhi3,zhǐ,"finger; to point (at, to, out); refer to",4
危险,危險,wei1xian3,wēixiǎn,danger; dangerous; perilous,4
讨厌,討厭,tao3yan4,tǎoyàn,to hate; loathe; disgusting; troublesome,4
醒,醒,xing3,xǐng,wake up,4
样子,樣子,yang4zi5,yàngzi,manner; air; appearance; looks,4
有趣,有趣,you3qu4,yǒuqù,interesting; fascinating; amusing,4
提,提,ti2,tí,to carry; to lift; to raise (an issue),4
部分,部分,bu4fen5,bùfen,part; share; section,4
理解,理解,li3jie3,lǐjiě,comprehend; understand,4
重,重,"zhong4, chong2","zhòng, chóng",heavy; serious; important | repeat; again; overlap,4
任务,任務,ren4wu5,rènwu,a mission; an assignment; a task,4
使,使,shi3,shǐ,to use; to make; to cause; enable; envoy; messenger,4
转,轉,"zhuan3, zhuan4","zhuǎn, zhuàn",to turn; to change; pass on | revolve; rotate,4
博士,博士,bo2shi4,bóshì,doctor; PhD,4
紧张,緊張,jin3zhang1,jǐnzhāng,nervous; tension; strain,4
放弃,放棄,fang4qi4,fàngqì,abandon; renounce; give up,4
大概,大概,da4gai4,dàgài,probably; roughly; approximate,4
重新,重新,chong2xin1,chóngxīn,again; anew; once more,4
其中,其中,qi2zhong1,qízhōng,among; in; included among these,4
来自,來自,lai2zi4,láizì,come from (a place),4
本来,本來,ben3lai2,běnlái,originally; at first,4
并且,並且,bing4qie3,bìngqiě,and; besides; moreover,4
直接,直接,zhi2jie1,zhíjiē,direct; immediate,4
对于,對於,dui4yu2,duìyú,regarding; as far as sth. is concerned; with regards to; for,4
正常,正常,zheng4chang2,zhèngcháng,normal; regular; ordinary,4
遍,遍,bian4,biàn,a time; everywhere; turn; (mw for times or turns),4
冷静,冷靜,leng3jing4,lěngjìng,calm; cool-headed; sober,4
方法,方法,fang1fa3,fāngfǎ,method; way; means,4
扔,扔,reng1,rēng,to throw; throw away,4
能力,能力,neng2li4,nénglì,capability; capable; ability,4
另外,另外,ling4wai4,lìngwài,another; in addition; besides,4
放松,放鬆,fang4song1,fàngsōng,relax; loosen; slacken,4
丢,丟,diu1,diū,lose (something); throw; put aside,4
负责,負責,fu4ze2,fùzé,responsible for (something); in charge of,4
梦,夢,meng4,mèng,to dream,4
戴,戴,dai4,dài,put on; to wear; to respect,4
错误,錯誤,cuo4wu4,cuòwù,error; mistake; mistaken,4
随便,隨便,sui2bian4,suíbiàn,as one pleases; informal; random; casual,4
经历,經歷,jing1li4,jīnglì,undergo; to experience,4
支持,支持,zhi1chi2,zhīchí,sustain; hold out; | support; stand by (e.g. international support),4
建议,建議,jian4yi4,jiànyì,to propose; to suggest; recommend,4
否则,否則,fou3ze2,fǒuzé,if not; otherwise; or else,4
光,光,guang1,guāng,light; ray; bright; only; merely; used up,4
安排,安排,an1pai2,ānpái,arrange; to plan,4
钥匙,鑰匙,yao4shi5,yàoshi,key,4
信息,信息,xin4xi1,xìnxī,information; news; message,4
全部,全部,quan2bu4,quánbù,whole; entire; complete,4
首先,首先,shou3xian1,shǒuxiān,first (of all); in the first place; firstly,4
照,照,zhao4,zhào,to shine; illuminate; according to,4
交,交,jiao1,jiāo,deliver; turn over; intersect; to pay (money); friendship,4
台,台,tai2,tái,platform; Taiwan (abbr.); desk; stage; typhoon; (mw for machines); (classical) you (in letters),4
坚持,堅持,jian1chi2,jiānchí,persist in; persevere,4
生意,生意,sheng1yi5,shēngyi,business; trade,4
火,火,huo3,huǒ,fire (Kangxi radical 86),4
即使,即使,ji2shi3,jíshǐ,even if; even though,4
到处,到處,dao4chu4,dàochù,everywhere; in all places; all over,4
挂,挂,gua4,guà,hang; put up; suspend,4
道歉,道歉,dao4qian4,dàoqiàn,apologize; make an apology,4
可怜,可憐,ke3lian2,kělián,pitiful; poor; pathetic,4
实在,實在,shi2zai4,shízài,honest; in reality; honestly; indeed; certainly,4
骗,騙,pian4,piàn,to cheat; to swindle; deceive,4
原谅,原諒,yuan2liang4,yuánliàng,to excuse; forgive; to pardon,4
乱,亂,luan4,luàn,disorder; confusion; arbitrarily,4
差不多,差不多,cha4bu5duo1,chàbuduō,almost; about the same,4
满,滿,man3,mǎn,full; abbreviation for Manchurian,4
假,假,"jia3, jia4","jiǎ, jià",fake; if; borrow | vacation; holiday,4
研究,研究,yan2jiu1,yánjiū,to study; to research,4
打扰,打擾,da3rao3,dǎrǎo,disturb,4
正确,正確,zheng4que4,zhèngquè,correct; proper,4
收,收,shou1,shōu,receive; accept; collect; to harvest,4
秒,秒,miao3,miǎo,second (unit of time or angle),4
同时,同時,tong2shi2,tóngshí,at the same time; simultaneously,4
提供,提供,ti2gong1,tígōng,to supply; provide; furnish,4
输,輸,shu1,shū,"to transport; to lose (a game, etc.)",4
号码,號碼,hao4ma3,hàomǎ,number,4
座,座,zuo4,zuò,"(mw for mountains, bridges, tall buildings, etc.); | seat; base; stand; constellation",4
比如,比如,bi3ru2,bǐrú,for example; for instance; such as,4
严重,嚴重,yan2zhong4,yánzhòng,grave; serious; critical,4
脱,脫,tuo1,tuō,to shed; take off; to escape,4
陪,陪,pei2,péi,accompany; keep company,4
法律,法律,fa3lv4,fǎlǜ,law; statute,4
值得,值得,zhi2de5,zhíde,be worth; deserve,4
使用,使用,shi3yong4,shǐyòng,to use; employ; apply; administer; manipulate,4
方面,方面,fang1mian4,fāngmiàn,aspect; field; side,4
原来,原來,yuan2lai2,yuánlái,original; former; as it turns out,4
讨论,討論,tao3lun4,tǎolùn,to discuss; discussion; to talk over,4
说明,說明,shuo1ming2,shuōmíng,explain; explanation; illustrate; to show,4
仍然,仍然,reng2ran2,réngrán,still; yet,4
动作,動作,dong4zuo4,dòngzuò,movement; motion; action,4
受到,受到,shou4dao4,shòudào,"receive (influence, restriction, etc.); be subjected to",4
赶,趕,gan3,gǎn,catch up; overtake; drive away,4
怀疑,懷疑,huai2yi2,huáiyí,doubt; to suspect; be skeptical,4
拒绝,拒絕,ju4jue2,jùjué,to refuse; to decline; to reject,4
演员,演員,yan3yuan2,yǎnyuán,actor or actress; performer,4
破,破,po4,pò,broken; damaged; to split,4
因此,因此,yin1ci3,yīncǐ,therefore; thus; that is why; because of this,4
答案,答案,da2'an4,dá'àn,answer; solution,4
活动,活動,huo2dong4,huódòng,activity; exercise; move about,4
既然,既然,ji4ran2,jìrán,since; given that; now that,4
通知,通知,tong1zhi1,tōngzhī,notify; to inform; notice,4
不得不,不得不,bu4 de2 bu4,bù dé bù,have to; have no choice but to; cannot but,4
无论,無論,wu2lun4,wúlùn,no matter what; regardless of whether...,4
刀,刀,dao1,dāo,knife; blade (Kangxi radical 18),4
适合,適合,shi4he2,shìhé,to suit; to fit,4
失望,失望,shi1wang4,shīwàng,disappointed; lose hope,4
允许,允許,yun3xu3,yǔnxǔ,to permit; allow,4
意见,意見,yi4jian4,yìjiàn,opinion; view; suggestion; complaint,4
获得,獲得,huo4de2,huòdé,obtain; acquire; to gain,4
要是,要是,yao4shi5,yàoshi,if; suppose; in case,4
邀请,邀請,yao1qing3,yāoqǐng,to invite,4
尽管,盡管,jin3guan3,jǐnguǎn,despite; although; even though | freely; without hesitation,4
浪费,浪費,lang4fei4,làngfèi,to waste; squander,4
失败,失敗,shi1bai4,shībài,be defeated; fail; lose,4
责任,責任,ze2ren4,zérèn,responsibility; blame; duty,4
美丽,美麗,mei3li4,měilì,beautiful,4
压力,壓力,ya1li4,yālì,pressure; stress,4
味道,味道,wei4dao5,wèidao,flavor; taste,4
厉害,厲害,li4hai5,lìhai,terrible; formidable; fierce; cool; awesome,4
